TM,lat,lon,ERA5_precipitation,ERA5_start_soil,ERA5_delta_soil,soil_temperature,evaporation,leaf_area_index_low_vegetation,pressure,temperature,wind_u,wind_v,Aspect,Dem,Slope,CLCD,BD,CLAY,GRAVL,POROSITY,SAND,SILT,EVI-day,NDVI-day,fenqu_ID,texture_class,topography_class,joint_class,FC_0_7cm,ASML1_RSM,DSML1_RSM,END_RSM
2019_09_23,29.9958,105.6042,0.0011356845498085,0.3417205810546875,0.026275634765625,300.30206298828125,-0.002780613489449,1.6201171875,98180.234375,299.16015625,-1.7077178955078125,-1.665008544921875,4.829188346862793,365.0,0.4215288162231445,1.0,1.26,26.07,14.44,53.85,24.97,48.94,0.4228500127792358,0.74795001745224,6.0,Loam,1,Loam_1,0.28944302,93.69955107601596,7.204761194592521,100.90431227060849
2018_05_27,49.0958,123.9042,0.0008818581700325,0.297698974609375,0.01104736328125,286.0240783691406,-0.0006954781711101,2.8192138671875,96041.421875,287.669921875,-0.9541473388671876,-0.7232942581176758,156.898193359375,429.0,0.1003107652068138,1.0,1.24,27.3,12.48,62.63,34.19,38.5,0.3697125017642975,0.5742624998092651,2.0,Clay Loam,1,Clay Loam_1,0.3027926,79.28853553005156,2.942332123206424,82.23086765325799
2020_10_01,45.2958,130.1042,0.0055150240659713,0.343414306640625,0.0654449462890625,285.6776733398437,-0.0017423587851226,2.0726318359375,96254.875,286.08935546875,-1.514862060546875,0.0303802490234375,87.27368927001953,275.0,0.2984279990196228,1.0,1.31,20.38,21.74,52.870000000000005,36.16,43.44,0.1739999949932098,0.3549187481403351,1.0,Loam,1,Loam_1,0.30356,86.35799370136593,16.45736403559755,102.81535773696348
2018_06_12,45.9958,126.5042,0.0010862052440643,0.19708251953125,0.00115966796875,301.11480712890625,-0.0015944144688546,1.1026611328125,98530.21875,299.301025390625,-2.047958374023437,-0.608062744140625,172.87498474121094,118.0,0.0208078082650899,1.0,1.28,25.63,11.5,54.120000000000005,32.44,41.92,0.3159312605857849,0.5397499799728394,1.0,Loam,1,Loam_1,0.33055,46.58015984988324,0.2740857965772008,46.85424564646044
2019_11_16,41.1958,121.2042,0.0046156793832778,0.209228515625,0.0550994873046875,274.2872314453125,-0.0003050956875085,1.741455078125,101320.625,275.0009765625,-2.1541290283203125,-0.910736083984375,124.28688049316406,137.0,0.1718032956123352,1.0,1.29,13.6,7.72,48.370000000000005,43.98,42.41,0.1281374990940094,0.2734250128269195,1.0,Sandy Loam,1,Sandy Loam_1,0.26996133,60.07995581119631,15.821814500746047,75.90177031194236
2018_08_13,44.0958,129.0042,0.0028754323720932,0.3515625,0.0252532958984375,294.5765991210937,-0.0010934066958725,3.058349609375,96615.15625,294.8916015625,-0.621307373046875,0.335693359375,342.762451171875,383.0,0.6248740553855896,1.0,1.13,20.23,28.37,58.85,38.19,41.56,0.5964999794960022,0.8762999773025513,1.0,Loam,1,Loam_1,0.3118161,99.77587964097047,7.1670607988631145,106.9429404398336
2022_04_11,39.5958,122.2042,0.0009467184427194,0.3051300048828125,0.04266357421875,288.943115234375,-0.0011937450617551,2.625244140625,99651.9375,287.8955078125,-3.7092132568359375,1.0917234420776367,154.5702362060547,35.0,0.3786495327949524,1.0,1.33,13.85,22.37,50.2,52.1,34.04,0.0194937493652105,0.0355999991297721,1.0,Sandy Loam,1,Sandy Loam_1,0.29159,78.67932929896996,11.00102038905436,89.68034968802432
2020_01_25,30.9958,114.4042,0.0010499507188796,0.3723297119140625,0.0115203857421875,280.8763122558594,-0.0005219439044594,0.871826171875,102115.34375,279.4238586425781,-1.741668701171875,-3.925857543945313,261.38433837890625,34.0,0.04307072609663,1.0,1.28,19.7,21.59,53.26,34.97,45.32,0.18809375166893,0.340862512588501,7.0,Loam,1,Loam_1,0.24265,119.87743145801002,3.709170146747984,123.586601604758
2019_05_12,43.6958,124.7042,0.000308203685563,0.148681640625,0.0785980224609375,299.4429931640625,-0.0015859687700867,0.75,98720.9921875,300.65283203125,1.881744384765625,6.6976318359375,258.5180053710937,176.0,0.084275022149086,1.0,1.34,20.28,5.22,49.15,35.35,44.35,0.1077750027179718,0.2051624953746795,1.0,Loam,1,Loam_1,0.29669914,37.39695646829712,19.769265472926776,57.166221941223895
2021_01_30,29.9958,111.8042,0.0008523762226104,0.420745849609375,0.01129150390625,287.1999206542969,-0.0011571729555726,1.1513671875,101156.8125,287.099365234375,-0.8873443603515625,1.294952392578125,80.13419342041016,48.0,0.0903771817684173,1.0,1.16,26.36,11.62,52.74,27.72,45.9,0.2606750130653381,0.476375013589859,7.0,Loam,1,Loam_1,0.31701782,114.4137384196342,3.0705072325570937,117.48424565219128
2018_01_28,31.1958,110.2042,6.993114948272705e-05,0.4556732177734375,0.00164794921875,276.0574035644531,-3.613252192735672e-05,1.18896484375,91708.8671875,274.3847961425781,-0.9387664794921876,-0.3740863800048828,210.6073760986328,447.0,1.3873666524887085,1.0,1.26,18.67,17.240000000000002,57.29,35.660000000000004,45.65,0.2277874946594238,0.4127750098705292,7.0,Loam,1,Loam_1,0.28096652,128.71477033324098,0.4654989517459741,129.18026928498696
2018_08_10,21.5958,110.0042,0.0098643973469734,0.4385528564453125,0.002105712890625,303.73077392578125,-0.0030476101674139,1.81298828125,99505.3125,302.09375,-1.31817626953125,-1.3682708740234375,183.9909210205078,13.0,0.0278120171278715,1.0,1.36,19.59,17.73,52.49,56.2,24.2,0.5827000141143799,0.7634000182151794,9.0,Sandy Loam,1,Sandy Loam_1,0.26336825,122.4389559567462,0.5878910240433868,123.0268469807896
2020_02_25,30.7958,107.7042,0.005902424454689,0.4595489501953125,0.0095367431640625,284.7680358886719,-0.0005053086206316,1.2149658203125,95365.8125,285.5830993652344,0.1094980239868164,0.0251502990722656,223.9769744873047,594.0,0.0511071681976318,1.0,1.25,23.36,10.35,52.44,29.54,47.08,0.1547625064849853,0.2621749937534332,6.0,Loam,1,Loam_1,0.29601172,124.19750142198762,2.577396101495576,126.7748975234832
2019_07_12,28.2958,116.9042,0.0196378529071807,0.4648284912109375,0.017303466796875,302.920654296875,-0.0035314159467816,2.5548095703125,99634.84375,304.333740234375,1.9760589599609373,2.7857666015625,342.2553405761719,32.0,0.1016178652644157,1.0,1.24,21.81,6.16,50.38,35.28,42.89,0.3294000029563904,0.5388000011444092,7.0,Loam,1,Loam_1,0.25559393,146.66298470407082,5.4596009800222,152.12258568409302
2022_11_26,41.5958,120.8042,6.360113911796361e-05,0.3210601806640625,0.000518798828125,273.7691345214844,-0.0003730612806975,0.66943359375,99008.890625,271.5374755859375,-0.4539699554443359,0.704193115234375,30.282432556152344,288.0,0.2047249674797058,1.0,1.28,16.38,18.16,48.58,44.9,38.7,0.1173999980092048,0.2357999980449676,1.0,Sandy Loam,1,Sandy Loam_1,0.26475,94.74155472853592,0.1530921943239495,94.89464692285986
2021_01_31,31.2958,117.1042,0.0002873480261769,0.3564910888671875,0.0232391357421875,284.7890319824219,-0.0009651184082031,0.8880615234375,100957.234375,284.8794250488281,-0.132232666015625,1.5753021240234375,91.51885223388672,75.0,0.3407933413982391,1.0,1.23,19.34,22.73,54.85,49.73,30.91,0.2090750038623809,0.3953812420368194,7.0,Sandy Loam,1,Sandy Loam_1,0.25559393,113.3947717579048,7.392040293938663,120.78681205184348
2021_08_15,42.1958,86.5042,0.0003331154584884,0.2489166259765625,0.0003814697265625,305.1588439941406,-0.0002313274890184,1.416259765625,86235.9375,297.26123046875,-1.0931549072265625,1.2178850173950195,94.63545989990234,1057.0,0.0239515844732522,1.0,1.37,18.42,17.31,49.05,35.67,45.89,0.5648249983787537,0.6696125268936157,2.0,Loam,4,Loam_4,0.26284477,69.1248176123512,0.1059351707416649,69.23075278309285
2022_06_26,33.8958,117.7042,0.004514142870903,0.348419189453125,0.00213623046875,305.11138916015625,-0.0020245462656021,1.580078125,99753.0625,304.980712890625,-0.2855072021484375,1.4504547119140625,113.19859313964844,23.0,0.0098277395591139,1.0,1.34,23.03,16.86,52.21,18.74,58.22,0.2818000018596649,0.4095999896526336,7.0,Silt Loam,1,Silt Loam_1,0.1708961,152.14760341950853,0.9328485801318732,153.0804519996404
2017_12_12,25.1958,105.0042,0.0018320307135581,0.4835662841796875,0.013427734375,282.74853515625,-0.0004063653759658,1.149658203125,86677.828125,280.8756103515625,-1.5181732177734375,1.7584075927734375,226.0372772216797,1359.0,0.6552414298057556,1.0,1.25,30.73,19.77,53.26,29.45,39.81,0.1354999989271164,0.2801499962806701,8.0,Clay Loam,4,Clay Loam_4,0.32695,118.32177010055054,3.285575011469644,121.60734511202018
2019_07_08,43.4958,88.6042,0.001731039606966,0.1607513427734375,0.0255126953125,303.5317687988281,-0.0017794826999306,0.6302490234375,82150.8984375,298.927734375,0.5300445556640625,3.368133544921875,239.22596740722656,1718.0,1.0692496299743652,1.0,1.26,17.73,17.04,50.56,33.31,48.95,0.1216999962925911,0.1484249979257583,2.0,Loam,4,Loam_4,0.26459783,48.21673358869552,7.652432706245743,55.86916629494126
